start;end;duration;phases;nphases;jobs;njobs;days;ndays
250582820132;250582820160;28;0,1,2;3;9;1;1;1
250582820160;250582820197;37;0,1,2;3;9;1;1;1
250582820197;250582820288;91;0,1,2;3;9;1;1;1
250582820288;250582820449;161;0,1,2;3;9;1;1;1
250582820449;250582820997;548;0,1,2;3;9;1;1;1
250582820997;250582821059;62;0,1,2;3;9;1;1;1
250582821059;250582822533;1474;0,1,2;3;9;1;1;1
250582822533;250582822614;81;0,1,2;3;9;1;1;1
250582822614;250582823845;1231;0,1,2;3;9;1;1;1
250582823845;250582824073;228;0,1,2;3;9;1;1;1
250582824073;250582825041;968;0,1,2;3;9;1;1;1
250582825041;250582825391;350;0,1,2;3;9;1;1;1
250582825391;250582825636;245;0,1,2;3;9;1;1;1
250582825636;250582825936;300;0,1,2;3;9;1;1;1
250582825936;250582826157;221;0,1,2;3;9;1;1;1
250582826157;250582826498;341;0,1,2;3;9;1;1;1
250582826498;250582827104;606;0,1,2;3;9;1;1;1
250582827104;250582831153;4049;0,1,2;3;9;1;1;1
250582831153;250582831856;703;0,1,2;3;9;1;1;1
250582831856;250582832704;848;0,1,2;3;9;1;1;1
250582832704;250582833099;395;0,1,2;3;9;1;1;1
250582833099;250582833770;671;0,1,2;3;9;1;1;1
250582833770;250582834196;426;0,1,2;3;9;1;1;1
250582834196;250582834269;73;0,1,2;3;9;1;1;1
250582834269;250582835677;1408;0,1,2;3;9;1;1;1
250582835677;250582837906;2229;0,1,2;3;9;1;1;1
250582837906;250582838071;165;0,1,2;3;9;1;1;1
250582838071;250582838113;42;0,1,2;3;9;1;1;1
250582838113;250582839224;1111;0,1,2;3;9;1;1;1
250582839224;250582839302;78;0,1,2;3;9;1;1;1
250582839302;250582839366;64;0,1,2;3;9;1;1;1
250582839366;250582839662;296;0,1,2;3;9;1;1;1
250582839662;250582841947;2285;0,1,2;3;9;1;1;1
250582841947;250582842549;602;0,1,2;3;9;1;1;1
250582842549;250582842926;377;0,1,2;3;9;1;1;1
250582842926;250582843030;104;0,1,2;3;9;1;1;1
250582843030;250582843190;160;0,1,2;3;9;1;1;1
250582843190;250582843220;30;0,1,2;3;9;1;1;1
250582843220;250582843292;72;0,1,2;3;9;1;1;1
250582843292;250582843321;29;0,1,2;3;9;1;1;1
250582843321;250582843427;106;0,1,2;3;9;1;1;1
250582843427;250582843609;182;0,1,2;3;9;1;1;1
250582843609;250582844241;632;0,1,2;3;9;1;1;1
250582844241;250582845239;998;0,1,2;3;9;1;1;1
250582845239;250582845344;105;0,1,2;3;9;1;1;1
250582845344;250582845428;84;0,1,2;3;9;1;1;1
250582845428;250582845468;40;0,1,2;3;9;1;1;1
250582845468;250582845553;85;0,1,2;3;9;1;1;1
250582845553;250582845913;360;0,1,2;3;9;1;1;1
250582845913;250582846279;366;0,1,2;3;9;1;1;1
250582846279;250582846317;38;0,1,2;3;9;1;1;1
250582846317;250582846440;123;0,1,2;3;9;1;1;1
250582846440;250582846538;98;0,1,2;3;9;1;1;1
250582846538;250582847246;708;0,1,2;3;9;1;1;1
250582847246;250582848335;1089;0,1,2;3;9;1;1;1
250582848335;250582848385;50;0,1,2;3;9;1;1;1
250582848385;250582848602;217;0,1,2;3;9;1;1;1
250582848602;250582850379;1777;0,1,2;3;9;1;1;1
250582850379;250582850434;55;0,1,2;3;9;1;1;1
250582850434;250582850508;74;0,1,2;3;9;1;1;1
250582850508;250582850575;67;0,1,2;3;9;1;1;1
250582850575;250582850805;230;0,1,2;3;9;1;1;1
250582850805;250582850847;42;0,1,2;3;9;1;1;1
250582850847;250582850911;64;0,1,2;3;9;1;1;1
250582850911;250582851060;149;0,1,2;3;9;1;1;1
250582851060;250582851104;44;0,1,2;3;9;1;1;1
250582851104;250582851838;734;0,1,2;3;9;1;1;1
250582851838;250582853186;1348;0,1,2;3;9;1;1;1
250582853186;250582853237;51;0,1,2;3;9;1;1;1
250582853237;250582853857;620;0,1,2;3;9;1;1;1
250582853857;250582855001;1144;0,1,2;3;9;1;1;1
250582855001;250582855381;380;0,1,2;3;9;1;1;1
250582855381;250582855492;111;0,1,2;3;9;1;1;1
250582855492;250582855824;332;0,1,2;3;9;1;1;1
250582855824;250582856538;714;0,1,2;3;9;1;1;1
250582856538;250582856670;132;0,1,2;3;9;1;1;1
250582856670;250582857722;1052;0,1,2;3;9;1;1;1
250582857722;250582858626;904;0,1,2;3;9;1;1;1
250582858626;250582858748;122;0,1,2;3;9;1;1;1
250582858748;250582858927;179;0,1,2;3;9;1;1;1
250582858927;250582859384;457;0,1,2;3;9;1;1;1
250582859384;250582859425;41;0,1,2;3;9;1;1;1
250582859425;250582859648;223;0,1,2;3;9;1;1;1
250582859648;250582859862;214;0,1,2;3;9;1;1;1
250582859862;250582860889;1027;0,1,2;3;9;1;1;1
250582860889;250582862066;1177;0,1,2;3;9;1;1;1
250582862066;250582862105;39;0,1,2;3;9;1;1;1
250582862105;250582862544;439;0,1,2;3;9;1;1;1
250582862544;250582863975;1431;0,1,2;3;9;1;1;1
250582863975;250582865933;1958;0,1,2;3;9;1;1;1
250582865933;250582866544;611;0,1,2;3;9;1;1;1
250582866544;250582868193;1649;0,1,2;3;9;1;1;1
250582868193;250582869293;1100;0,1,2;3;9;1;1;1
250582869293;250582871289;1996;0,1,2;3;9;1;1;1
250582871289;250582871981;692;0,1,2;3;9;1;1;1
250582871981;250582875683;3702;0,1,2;3;9;1;1;1
250582875683;250582875781;98;0,1,2;3;9;1;1;1
250582875781;250582876065;284;0,1,2;3;9;1;1;1
250582876065;250582881315;5250;0,1,2;3;9;1;1;1
250582881315;250582883118;1803;0,1,2;3;9;1;1;1
250582883118;250582885916;2798;0,1,2;3;9;1;1;1
250582885916;250582886742;826;0,1,2;3;9;1;1;1
250582886742;250582887494;752;0,1,2;3;9;1;1;1
250582887494;250582887539;45;0,1,2;3;9;1;1;1
250582887539;250582887776;237;0,1,2;3;9;1;1;1
250582887776;250582888522;746;0,1,2;3;9;1;1;1
250582888522;250582888605;83;0,1,2;3;9;1;1;1
250582888605;250582893399;4794;0,1,2;3;9;1;1;1
250582893399;250582894032;633;0,1,2;3;9;1;1;1
250582894032;250582896055;2023;0,1,2;3;9;1;1;1
250582896055;250582896689;634;0,1,2;3;9;1;1;1
250582896689;250582897168;479;0,1,2;3;9;1;1;1
250582897168;250582897236;68;0,1,2;3;9;1;1;1
250582897236;250582897859;623;0,1,2;3;9;1;1;1
250582897859;250582898735;876;0,1,2;3;9;1;1;1
250582898735;250582899340;605;0,1,2;3;9;1;1;1
250582899340;250582899585;245;0,1,2;3;9;1;1;1
250582899585;250582899941;356;0,1,2;3;9;1;1;1
250582899941;250582900301;360;0,1,2;3;9;1;1;1
250582900301;250582900589;288;0,1,2;3;9;1;1;1
250582900589;250582900986;397;0,1,2;3;9;1;1;1
250582900986;250582901763;777;0,1,2;3;9;1;1;1
250582901763;250582902106;343;0,1,2;3;9;1;1;1
250582902106;250582903521;1415;0,1,2;3;9;1;1;1
250582903521;250582904411;890;0,1,2;3;9;1;1;1
250582904411;250582904447;36;0,1,2;3;9;1;1;1
250582904447;250582904832;385;0,1,2;3;9;1;1;1
250582904832;250582904951;119;0,1,2;3;9;1;1;1
250582904951;250582904993;42;0,1,2;3;9;1;1;1
250582904993;250582905301;308;0,1,2;3;9;1;1;1
250582905301;250582905374;73;0,1,2;3;9;1;1;1
250582905374;250582905419;45;0,1,2;3;9;1;1;1
250582905419;250582905441;22;0,1,2;3;9;1;1;1
250582905441;250582905501;60;0,1,2;3;9;1;1;1
250582905501;250582905534;33;0,1,2;3;9;1;1;1
250582905534;250582906358;824;0,1,2;3;9;1;1;1
250582906358;250582906442;84;0,1,2;3;9;1;1;1
250582906442;250582906758;316;0,1,2;3;9;1;1;1
250582906758;250582907022;264;0,1,2;3;9;1;1;1
250582907022;250582907299;277;0,1,2;3;9;1;1;1
250582907299;250582907454;155;0,1,2;3;9;1;1;1
250582907454;250582907463;9;0,1,2;3;9;1;1;1
250582907463;250582907592;129;0,1,2;3;9;1;1;1
250582907592;250582907625;33;0,1,2;3;9;1;1;1
250582907625;250582907708;83;0,1,2;3;9;1;1;1
250582907708;250582907837;129;0,1,2;3;9;1;1;1
250582907837;250582908129;292;0,1,2;3;9;1;1;1
250582908129;250582908183;54;0,1,2;3;9;1;1;1
250582908183;250582908227;44;0,1,2;3;9;1;1;1
250582908227;250582908429;202;0,1,2;3;9;1;1;1
250582908429;250582908696;267;0,1,2;3;9;1;1;1
250582908696;250582908793;97;0,1,2;3;9;1;1;1
250582908793;250582910419;1626;0,1,2;3;9;1;1;1
250582910419;250582910487;68;0,1,2;3;9;1;1;1
250582910487;250582911599;1112;0,1,2;3;9;1;1;1
250582911599;250582912286;687;0,1,2;3;9;1;1;1
250582912286;250582912362;76;0,1,2;3;9;1;1;1
250582912362;250582912514;152;0,1,2;3;9;1;1;1
250582912514;250582912598;84;0,1,2;3;9;1;1;1
250582912598;250582912734;136;0,1,2;3;9;1;1;1
250582912734;250582913125;391;0,1,2;3;9;1;1;1
250582913125;250582913202;77;0,1,2;3;9;1;1;1
250582913202;250582913706;504;0,1,2;3;9;1;1;1
250582913706;250582914347;641;0,1,2;3;9;1;1;1
250582914347;250582914368;21;0,1,2;3;9;1;1;1
250582914368;250582916337;1969;0,1,2;3;9;1;1;1
250582916337;250582917723;1386;0,1,2;3;9;1;1;1
250582917723;250582919426;1703;0,1,2;3;9;1;1;1
250582919426;250582919474;48;0,1,2;3;9;1;1;1
250582919474;250582919773;299;0,1,2;3;9;1;1;1
250582919773;250582919924;151;0,1,2;3;9;1;1;1
250582919924;250582919952;28;0,1,2;3;9;1;1;1
250582919952;250582919989;37;0,1,2;3;9;1;1;1
250582919989;250582920186;197;0,1,2;3;9;1;1;1
250582920186;250582920223;37;0,1,2;3;9;1;1;1
250582920223;250582920234;11;0,1,2;3;9;1;1;1
250582920234;250582920276;42;0,1,2;3;9;1;1;1
250582920276;250582920360;84;0,1,2;3;9;1;1;1
250582920360;250582920370;10;0,1,2;3;9;1;1;1
250582920370;250582920391;21;0,1,2;3;9;1;1;1
250582920391;250582920675;284;0,1,2;3;9;1;1;1
250582920675;250582920702;27;0,1,2;3;9;1;1;1
250582920702;250582920947;245;0,1,2;3;9;1;1;1
250582920947;250582921273;326;0,1,2;3;9;1;1;1
250582921273;250582921316;43;0,1,2;3;9;1;1;1
250582921316;250582921380;64;0,1,2;3;9;1;1;1
250582921380;250582921519;139;0,1,2;3;9;1;1;1
250582921519;250582921590;71;0,1,2;3;9;1;1;1
250582921590;250582921786;196;0,1,2;3;9;1;1;1
250582921786;250582922293;507;0,1,2;3;9;1;1;1
250582922293;250582922333;40;0,1,2;3;9;1;1;1
250582922333;250582922346;13;0,1,2;3;9;1;1;1
250582922346;250582922504;158;0,1,2;3;9;1;1;1
250582922504;250582922539;35;0,1,2;3;9;1;1;1
250582922539;250582923073;534;0,1,2;3;9;1;1;1
250582923073;250582923920;847;0,1,2;3;9;1;1;1
250582923920;250582924258;338;0,1,2;3;9;1;1;1
250582924258;250582924370;112;0,1,2;3;9;1;1;1
250582924370;250582924411;41;0,1,2;3;9;1;1;1
250582924411;250582924470;59;0,1,2;3;9;1;1;1
250582924470;250582924839;369;0,1,2;3;9;1;1;1
250582924839;250582924853;14;0,1,2;3;9;1;1;1
250582924853;250582924883;30;0,1,2;3;9;1;1;1
250582924883;250582924887;4;0,1,2;3;9;1;1;1
250582924887;250582926258;1371;0,1,2;3;9;1;1;1
250582926258;250582926322;64;0,1,2;3;9;1;1;1
250582926322;250582926353;31;0,1,2;3;9;1;1;1
250582926353;250582926696;343;0,1,2;3;9;1;1;1
250582926696;250582927061;365;0,1,2;3;9;1;1;1
250582927061;250582927690;629;0,1,2;3;9;1;1;1
250582927690;250582927737;47;0,1,2;3;9;1;1;1
250582927737;250582927911;174;0,1,2;3;9;1;1;1
250582927911;250582927932;21;0,1,2;3;9;1;1;1
250582927932;250582928054;122;0,1,2;3;9;1;1;1
250582928054;250582928381;327;0,1,2;3;9;1;1;1
250582928381;250582928446;65;0,1,2;3;9;1;1;1
250582928446;250582928643;197;0,1,2;3;9;1;1;1
250582928643;250582929189;546;0,1,2;3;9;1;1;1
250582929189;250582929477;288;0,1,2;3;9;1;1;1
250582929477;250582929647;170;0,1,2;3;9;1;1;1
250582929647;250582930153;506;0,1,2;3;9;1;1;1
250582930153;250582930712;559;0,1,2;3;9;1;1;1
250582930712;250582930741;29;0,1,2;3;9;1;1;1
250582930741;250582930771;30;0,1,2;3;9;1;1;1
250582930771;250582930805;34;0,1,2;3;9;1;1;1
250582930805;250582930828;23;0,1,2;3;9;1;1;1
250582930828;250582931083;255;0,1,2;3;9;1;1;1
250582931083;250582931098;15;0,1,2;3;9;1;1;1
250582931098;250582931127;29;0,1,2;3;9;1;1;1
250582931127;250582931367;240;0,1,2;3;9;1;1;1
250582931367;250582932029;662;0,1,2;3;9;1;1;1
250582932029;250582932500;471;0,1,2;3;9;1;1;1
250582932500;250582932622;122;0,1,2;3;9;1;1;1
250582932622;250582932806;184;0,1,2;3;9;1;1;1
250582932806;250582933179;373;0,1,2;3;9;1;1;1
250582933179;250582933597;418;0,1,2;3;9;1;1;1
250582933597;250582934258;661;0,1,2;3;9;1;1;1
250582934258;250582934506;248;0,1,2;3;9;1;1;1
250582934506;250582935235;729;0,1,2;3;9;1;1;1
250582935235;250582935367;132;0,1,2;3;9;1;1;1
250582935367;250582935987;620;0,1,2;3;9;1;1;1
250582935987;250582936027;40;0,1,2;3;9;1;1;1
250582936027;250582936492;465;0,1,2;3;9;1;1;1
250582936492;250582936522;30;0,1,2;3;9;1;1;1
250582936522;250582936771;249;0,1,2;3;9;1;1;1
250582936771;250582938158;1387;0,1,2;3;9;1;1;1
250582938158;250582938597;439;0,1,2;3;9;1;1;1
250582938597;250582938944;347;0,1,2;3;9;1;1;1
250582938944;250582939509;565;0,1,2;3;9;1;1;1
250582939509;250582939772;263;0,1,2;3;9;1;1;1
250582939772;250582940464;692;0,1,2;3;9;1;1;1
250582940464;250582940670;206;0,1,2;3;9;1;1;1
250582940670;250582942350;1680;0,1,2;3;9;1;1;1
250582942350;250582942594;244;0,1,2;3;9;1;1;1
250582942594;250582942753;159;0,1,2;3;9;1;1;1
250582942753;250582943359;606;0,1,2;3;9;1;1;1
250582943359;250582943476;117;0,1,2;3;9;1;1;1
250582943476;250582943574;98;0,1,2;3;9;1;1;1
250582943574;250582943943;369;0,1,2;3;9;1;1;1
250582943943;250582945190;1247;0,1,2;3;9;1;1;1
250582945190;250582945407;217;0,1,2;3;9;1;1;1
250582945407;250582945956;549;0,1,2;3;9;1;1;1
250582945956;250582946113;157;0,1,2;3;9;1;1;1
250582946113;250582946119;6;0,1,2;3;9;1;1;1
250582946119;250582946528;409;0,1,2;3;9;1;1;1
250582946528;250582946568;40;0,1,2;3;9;1;1;1
250582946568;250582946760;192;0,1,2;3;9;1;1;1
250582946760;250582946849;89;0,1,2;3;9;1;1;1
250582946849;250582947185;336;0,1,2;3;9;1;1;1
250582947185;250582947410;225;0,1,2;3;9;1;1;1
250582947410;250582947432;22;0,1,2;3;9;1;1;1
250582947432;250582949878;2446;0,1,2;3;9;1;1;1
250582949878;250582951478;1600;0,1,2;3;9;1;1;1
250582951478;250582951942;464;0,1,2;3;9;1;1;1
250582951942;250582952395;453;0,1,2;3;9;1;1;1
250582952395;250582952450;55;0,1,2;3;9;1;1;1
250582952450;250582952611;161;0,1,2;3;9;1;1;1
250582952611;250582952650;39;0,1,2;3;9;1;1;1
250582952650;250582953133;483;0,1,2;3;9;1;1;1
250582953133;250582953228;95;0,1,2;3;9;1;1;1
250582953228;250582953556;328;0,1,2;3;9;1;1;1
250582953556;250582953561;5;0,1,2;3;9;1;1;1
250582953561;250582953578;17;0,1,2;3;9;1;1;1
250582953578;250582953868;290;0,1,2;3;9;1;1;1
250582953868;250582954100;232;0,1,2;3;9;1;1;1
250582954100;250582955304;1204;0,1,2;3;9;1;1;1
250582955304;250582955414;110;0,1,2;3;9;1;1;1
250582955414;250582955784;370;0,1,2;3;9;1;1;1
250582955784;250582957221;1437;0,1,2;3;9;1;1;1
250582957221;250582957281;60;0,1,2;3;9;1;1;1
250582957281;250582957841;560;0,1,2;3;9;1;1;1
250582957841;250582959300;1459;0,1,2;3;9;1;1;1
250582959300;250582959642;342;0,1,2;3;9;1;1;1
250582959642;250582959813;171;0,1,2;3;9;1;1;1
250582959813;250582959963;150;0,1,2;3;9;1;1;1
250582959963;250582959989;26;0,1,2;3;9;1;1;1
250582959989;250582960418;429;0,1,2;3;9;1;1;1
250582960418;250582960966;548;0,1,2;3;9;1;1;1
250582960966;250582961254;288;0,1,2;3;9;1;1;1
250582961254;250582961711;457;0,1,2;3;9;1;1;1
250582961711;250582962318;607;0,1,2;3;9;1;1;1
250582962318;250582962445;127;0,1,2;3;9;1;1;1
250582962445;250582963307;862;0,1,2;3;9;1;1;1
250582963307;250582963567;260;0,1,2;3;9;1;1;1
250582963567;250582964240;673;0,1,2;3;9;1;1;1
250582964240;250582964397;157;0,1,2;3;9;1;1;1
250582964397;250582964713;316;0,1,2;3;9;1;1;1
250582964713;250582964948;235;0,1,2;3;9;1;1;1
250582964948;250582965194;246;0,1,2;3;9;1;1;1
250582965194;250582965558;364;0,1,2;3;9;1;1;1
250582965558;250582965582;24;0,1,2;3;9;1;1;1
250582965582;250582965611;29;0,1,2;3;9;1;1;1
250582965611;250582965775;164;0,1,2;3;9;1;1;1
250582965775;250582965976;201;0,1,2;3;9;1;1;1
250582965976;250582966269;293;0,1,2;3;9;1;1;1
250582966269;250582966916;647;0,1,2;3;9;1;1;1
250582966916;250582967187;271;0,1,2;3;9;1;1;1
250582967187;250582967292;105;0,1,2;3;9;1;1;1
250582967292;250582967348;56;0,1,2;3;9;1;1;1
250582967348;250582968185;837;0,1,2;3;9;1;1;1
250582968185;250582969460;1275;0,1,2;3;9;1;1;1
250582969460;250582970407;947;0,1,2;3;9;1;1;1
250582970407;250582970536;129;0,1,2;3;9;1;1;1
250582970536;250582971496;960;0,1,2;3;9;1;1;1
250582971496;250582971824;328;0,1,2;3;9;1;1;1
250582971824;250582971863;39;0,1,2;3;9;1;1;1
250582971863;250582971903;40;0,1,2;3;9;1;1;1
250582971903;250582972191;288;0,1,2;3;9;1;1;1
250582972191;250582972524;333;0,1,2;3;9;1;1;1
250582972524;250582973417;893;0,1,2;3;9;1;1;1
250582973417;250582973468;51;0,1,2;3;9;1;1;1
250582973468;250582973600;132;0,1,2;3;9;1;1;1
250582973600;250582973976;376;0,1,2;3;9;1;1;1
250582973976;250582974135;159;0,1,2;3;9;1;1;1
250582974135;250582974496;361;0,1,2;3;9;1;1;1
250582974496;250582974589;93;0,1,2;3;9;1;1;1
250582974589;250582974667;78;0,1,2;3;9;1;1;1
250582974667;250582974752;85;0,1,2;3;9;1;1;1
250582974752;250582974891;139;0,1,2;3;9;1;1;1
250582974891;250582975010;119;0,1,2;3;9;1;1;1
250582975010;250582975159;149;0,1,2;3;9;1;1;1
250582975159;250582975271;112;0,1,2;3;9;1;1;1
250582975271;250582975502;231;0,1,2;3;9;1;1;1
250582975502;250582975666;164;0,1,2;3;9;1;1;1
250582975666;250582975879;213;0,1,2;3;9;1;1;1
250582975879;250582976003;124;0,1,2;3;9;1;1;1
250582976003;250582976262;259;0,1,2;3;9;1;1;1
250582976262;250582976418;156;0,1,2;3;9;1;1;1
250582976418;250582976568;150;0,1,2;3;9;1;1;1
250582976568;250582977090;522;0,1,2;3;9;1;1;1
250582977090;250582977259;169;0,1,2;3;9;1;1;1
250582977259;250582977340;81;0,1,2;3;9;1;1;1
250582977340;250582977500;160;0,1,2;3;9;1;1;1
250582977500;250582977924;424;0,1,2;3;9;1;1;1
250582977924;250582977995;71;0,1,2;3;9;1;1;1
250582977995;250582978093;98;0,1,2;3;9;1;1;1
250582978093;250582978255;162;0,1,2;3;9;1;1;1
250582978255;250582979032;777;0,1,2;3;9;1;1;1
250582979032;250582980025;993;0,1,2;3;9;1;1;1
250582980025;250582981770;1745;0,1,2;3;9;1;1;1
250582981770;250582981805;35;0,1,2;3;9;1;1;1
250582981805;250582981909;104;0,1,2;3;9;1;1;1
250582981909;250582982617;708;0,1,2;3;9;1;1;1
250582982617;250582982887;270;0,1,2;3;9;1;1;1
250582982887;250582983061;174;0,1,2;3;9;1;1;1
250582983061;250582983238;177;0,1,2;3;9;1;1;1
250582983238;250582983649;411;0,1,2;3;9;1;1;1
250582983649;250582984076;427;0,1,2;3;9;1;1;1
250582984076;250582984238;162;0,1,2;3;9;1;1;1
250582984238;250582984401;163;0,1,2;3;9;1;1;1
250582984401;250582985021;620;0,1,2;3;9;1;1;1
250582985021;250582985425;404;0,1,2;3;9;1;1;1
250582985425;250582986016;591;0,1,2;3;9;1;1;1
250582986016;250582986061;45;0,1,2;3;9;1;1;1
250582986061;250582986719;658;0,1,2;3;9;1;1;1
250582986719;250582986825;106;0,1,2;3;9;1;1;1
250582986825;250582986828;3;0,1,2;3;9;1;1;1
250582986828;250582986982;154;0,1,2;3;9;1;1;1
250582986982;250582987004;22;0,1,2;3;9;1;1;1
250582987004;250582987070;66;0,1,2;3;9;1;1;1
250582987070;250582987238;168;0,1,2;3;9;1;1;1
250582987238;250582987344;106;0,1,2;3;9;1;1;1
250582987344;250582987975;631;0,1,2;3;9;1;1;1
250582987975;250582990134;2159;0,1,2;3;9;1;1;1
250582990134;250582990488;354;0,1,2;3;9;1;1;1
250582990488;250582990540;52;0,1,2;3;9;1;1;1
250582990540;250582990733;193;0,1,2;3;9;1;1;1
250582990733;250582991425;692;0,1,2;3;9;1;1;1
250582991425;250582992350;925;0,1,2;3;9;1;1;1
250582992350;250582993427;1077;0,1,2;3;9;1;1;1
250582993427;250582993470;43;0,1,2;3;9;1;1;1
250582993470;250582993647;177;0,1,2;3;9;1;1;1
250582993647;250582993789;142;0,1,2;3;9;1;1;1
250582993789;250582994034;245;0,1,2;3;9;1;1;1
250582994034;250582994230;196;0,1,2;3;9;1;1;1
250582994230;250582994308;78;0,1,2;3;9;1;1;1
250582994308;250582994398;90;0,1,2;3;9;1;1;1
250582994398;250582994549;151;0,1,2;3;9;1;1;1
250582994549;250582995227;678;0,1,2;3;9;1;1;1
250582995227;250582995425;198;0,1,2;3;9;1;1;1
250582995425;250582995521;96;0,1,2;3;9;1;1;1
250582995521;250582995812;291;0,1,2;3;9;1;1;1
250582995812;250582995882;70;0,1,2;3;9;1;1;1
250582995882;250582996264;382;0,1,2;3;9;1;1;1
250582996264;250582996314;50;0,1,2;3;9;1;1;1
250582996314;250582996353;39;0,1,2;3;9;1;1;1
250582996353;250582996849;496;0,1,2;3;9;1;1;1
250582996849;250582996898;49;0,1,2;3;9;1;1;1
250582996898;250582997055;157;0,1,2;3;9;1;1;1
250582997055;250582997185;130;0,1,2;3;9;1;1;1
250582997185;250582997869;684;0,1,2;3;9;1;1;1
250582997869;250582997942;73;0,1,2;3;9;1;1;1
250582997942;250582998033;91;0,1,2;3;9;1;1;1
250582998033;250582998244;211;0,1,2;3;9;1;1;1
250582998244;250582998542;298;0,1,2;3;9;1;1;1
250582998542;250582999020;478;0,1,2;3;9;1;1;1
250582999020;250582999145;125;0,1,2;3;9;1;1;1
250582999145;250582999188;43;0,1,2;3;9;1;1;1
250582999188;250582999425;237;0,1,2;3;9;1;1;1
250582999425;250582999534;109;0,1,2;3;9;1;1;1
250582999534;250582999733;199;0,1,2;3;9;1;1;1
250582999733;250582999755;22;0,1,2;3;9;1;1;1
250582999755;250583000108;353;0,1,2;3;9;1;1;1
250583000108;250583000138;30;0,1,2;3;9;1;1;1
250583000138;250583000425;287;0,1,2;3;9;1;1;1
250583000425;250583000430;5;0,1,2;3;9;1;1;1
250583000430;250583000758;328;0,1,2;3;9;1;1;1
250583000758;250583001113;355;0,1,2;3;9;1;1;1
250583001113;250583001182;69;0,1,2;3;9;1;1;1
250583001182;250583001967;785;0,1,2;3;9;1;1;1
250583001967;250583002296;329;0,1,2;3;9;1;1;1
250583002296;250583002563;267;0,1,2;3;9;1;1;1
250583002563;250583002883;320;0,1,2;3;9;1;1;1
250583002883;250583002899;16;0,1,2;3;9;1;1;1
250583002899;250583003018;119;0,1,2;3;9;1;1;1
250583003018;250583003152;134;0,1,2;3;9;1;1;1
250583003152;250583003304;152;0,1,2;3;9;1;1;1
250583003304;250583003332;28;0,1,2;3;9;1;1;1
250583003332;250583003619;287;0,1,2;3;9;1;1;1
250583003619;250583003686;67;0,1,2;3;9;1;1;1
250583003686;250583003990;304;0,1,2;3;9;1;1;1
250583003990;250583004268;278;0,1,2;3;9;1;1;1
250583004268;250583004740;472;0,1,2;3;9;1;1;1
250583004740;250583004829;89;0,1,2;3;9;1;1;1
250583004829;250583006503;1674;0,1,2;3;9;1;1;1
250583006503;250583006679;176;0,1,2;3;9;1;1;1
250583006679;250583007560;881;0,1,2;3;9;1;1;1
250583007560;250583007584;24;0,1,2;3;9;1;1;1
250583007584;250583007599;15;0,1,2;3;9;1;1;1
250583007599;250583007969;370;0,1,2;3;9;1;1;1
250583007969;250583008037;68;0,1,2;3;9;1;1;1
250583008037;250583008070;33;0,1,2;3;9;1;1;1
250583008070;250583008126;56;0,1,2;3;9;1;1;1
250583008126;250583009566;1440;0,1,2;3;9;1;1;1
250583009566;250583009863;297;0,1,2;3;9;1;1;1
250583009863;250583010179;316;0,1,2;3;9;1;1;1
250583010179;250583010219;40;0,1,2;3;9;1;1;1
250583010219;250583010383;164;0,1,2;3;9;1;1;1
250583010383;250583010872;489;0,1,2;3;9;1;1;1
250583010872;250583011517;645;0,1,2;3;9;1;1;1
250583011517;250583011599;82;0,1,2;3;9;1;1;1
250583011599;250583011812;213;0,1,2;3;9;1;1;1
250583011812;250583011891;79;0,1,2;3;9;1;1;1
250583011891;250583012130;239;0,1,2;3;9;1;1;1
250583012130;250583012230;100;0,1,2;3;9;1;1;1
250583012230;250583012390;160;0,1,2;3;9;1;1;1
250583012390;250583012674;284;0,1,2;3;9;1;1;1
250583012674;250583013012;338;0,1,2;3;9;1;1;1
250583013012;250583013076;64;0,1,2;3;9;1;1;1
250583013076;250583013170;94;0,1,2;3;9;1;1;1
250583013170;250583013371;201;0,1,2;3;9;1;1;1
250583013371;250583013810;439;0,1,2;3;9;1;1;1
250583013810;250583013971;161;0,1,2;3;9;1;1;1
250583013971;250583014011;40;0,1,2;3;9;1;1;1
250583014011;250583014173;162;0,1,2;3;9;1;1;1
250583014173;250583015180;1007;0,1,2;3;9;1;1;1
250583015180;250583015957;777;0,1,2;3;9;1;1;1
250583015957;250583016062;105;0,1,2;3;9;1;1;1
250583016062;250583016508;446;0,1,2;3;9;1;1;1
250583016508;250583016526;18;0,1,2;3;9;1;1;1
250583016526;250583017047;521;0,1,2;3;9;1;1;1
250583017047;250583017186;139;0,1,2;3;9;1;1;1
250583017186;250583017294;108;0,1,2;3;9;1;1;1
250583017294;250583017528;234;0,1,2;3;9;1;1;1
250583017528;250583019266;1738;0,1,2;3;9;1;1;1
250583019266;250583019410;144;0,1,2;3;9;1;1;1
250583019410;250583019563;153;0,1,2;3;9;1;1;1
250583019563;250583019615;52;0,1,2;3;9;1;1;1
250583019615;250583019681;66;0,1,2;3;9;1;1;1
250583019681;250583020795;1114;0,1,2;3;9;1;1;1
250583020795;250583021274;479;0,1,2;3;9;1;1;1
250583021274;250583022131;857;0,1,2;3;9;1;1;1
250583022131;250583022283;152;0,1,2;3;9;1;1;1
250583022283;250583022312;29;0,1,2;3;9;1;1;1
250583022312;250583022460;148;0,1,2;3;9;1;1;1
250583022460;250583022480;20;0,1,2;3;9;1;1;1
250583022480;250583022826;346;0,1,2;3;9;1;1;1
