start;end;duration;jobs;njobs;days;ndays
258110766280;258110766287;7;2,9;2;1;1
258110766287;258110766341;54;2,9;2;1;1
258110766341;258110766360;19;2,9;2;1;1
258110766360;258110766362;2;2,9;2;1;1
258110766362;258110766373;11;2,9;2;1;1
258110766373;258110766382;9;2,9;2;1;1
258110766382;258110766400;18;2,9;2;1;1
258110766400;258110766409;9;2,9;2;1;1
258110766409;258110766411;2;2,9;2;1;1
258110766411;258110766413;2;2,9;2;1;1
258110766413;258110766416;3;2,9;2;1;1
258110766416;258110766419;3;2,9;2;1;1
258110766419;258110766435;16;2,9;2;1;1
258110766435;258110766441;6;2,9;2;1;1
258110766441;258110766465;24;2,9;2;1;1
258110766465;258110766467;2;2,9;2;1;1
258110766467;258110766470;3;2,9;2;1;1
258110766470;258110766494;24;2,9;2;1;1
258110766494;258110766499;5;2,9;2;1;1
258110766499;258110766501;2;2,9;2;1;1
258110766501;258110766504;3;2,9;2;1;1
258110766504;258110766506;2;2,9;2;1;1
258110766506;258110766511;5;2,9;2;1;1
258110766511;258110766514;3;2,9;2;1;1
258110766514;258110766532;18;2,9;2;1;1
258110766532;258110766543;11;2,9;2;1;1
258110766543;258110766568;25;2,9;2;1;1
258110766568;258110766570;2;2,9;2;1;1
258110766570;258110766578;8;2,9;2;1;1
258110766578;258110766584;6;2,9;2;1;1
258110766584;258110766595;11;2,9;2;1;1
258110766595;258110766610;15;2,9;2;1;1
258110766610;258110766616;6;2,9;2;1;1
258110766616;258110766626;10;2,9;2;1;1
258110766626;258110766631;5;2,9;2;1;1
258110766631;258110766636;5;2,9;2;1;1
258110766636;258110766645;9;2,9;2;1;1
258110766645;258110766657;12;2,9;2;1;1
258110766657;258110766659;2;2,9;2;1;1
258110766659;258110766668;9;2,9;2;1;1
258110766668;258110766676;8;2,9;2;1;1
258110766676;258110766683;7;2,9;2;1;1
258110766683;258110766690;7;2,9;2;1;1
258110766690;258110766699;9;2,9;2;1;1
258110766699;258110766710;11;2,9;2;1;1
258110766710;258110766730;20;2,9;2;1;1
258110766730;258110766749;19;2,9;2;1;1
258110766749;258110766761;12;2,9;2;1;1
258110766761;258110766802;41;2,9;2;1;1
258110766802;258110766818;16;2,9;2;1;1
258110766818;258110766826;8;2,9;2;1;1
258110766826;258110766841;15;2,9;2;1;1
258110766841;258110766855;14;2,9;2;1;1
258110766855;258110766882;27;2,9;2;1;1
258110766882;258110766892;10;2,9;2;1;1
258110766892;258110766901;9;2,9;2;1;1
258110766901;258110766929;28;2,9;2;1;1
258110766929;258110766966;37;2,9;2;1;1
258110766966;258110766968;2;2,9;2;1;1
258110766968;258110766994;26;2,9;2;1;1
258110766994;258110767019;25;2,9;2;1;1
258110767019;258110767020;1;2,9;2;1;1
258110767020;258110767048;28;2,9;2;1;1
258110767048;258110767051;3;2,9;2;1;1
258110767051;258110767067;16;2,9;2;1;1
258110767067;258110767090;23;2,9;2;1;1
258110767090;258110767100;10;2,9;2;1;1
258110767100;258110767104;4;2,9;2;1;1
258110767104;258110767108;4;2,9;2;1;1
