start;end;duration;jobs;njobs;days;ndays
223076378280;223076379378;1098;11;1;1;1
226930023403;226930024634;1231;11;1;1;1
230406953277;230406954409;1132;11;1;1;1
233873854347;233873855559;1212;11;1;1;1
237728213169;237728214316;1147;11;1;1;1
241761626811;241761627870;1059;11;1;1;1
245945404652;245945405896;1244;11;1;1;1
249710951784;249710952895;1111;11;1;1;1
258135608976;258135609445;469;2;1;1;1
258135659165;258135659836;671;2;1;1;1
258135659836;258135659898;62;2;1;1;1
258135659898;258135660886;988;2;1;1;1
258135731581;258135732127;546;2;1;1;1
258135800837;258135801444;607;2;1;1;1
258135884941;258135885489;548;2;1;1;1
258135953007;258135953829;822;2;1;1;1
258135954605;258135955060;455;2;1;1;1
258135955060;258135955262;202;2;1;1;1
258135955262;258135955943;681;2;1;1;1
258136045357;258136045820;463;2;1;1;1
258136141873;258136142429;556;2;1;1;1
258136205593;258136206116;523;2;1;1;1
258136278570;258136279109;539;2;1;1;1
258136279355;258136279970;615;2;1;1;1
258136363079;258136365700;2621;2;1;1;1
258136367830;258136368459;629;2;1;1;1
258136441888;258136442481;593;2;1;1;1
258136442918;258136443585;667;2;1;1;1
258136519287;258136519931;644;2;1;1;1
258136554160;258136554795;635;2;1;1;1
258136627926;258136628509;583;2;1;1;1
258136629418;258136629976;558;2;1;1;1
258136758710;258136760661;1951;2;1;1;1
258136762123;258136762627;504;2;1;1;1
258136762627;258136762919;292;2;1;1;1
258136762919;258136763382;463;2;1;1;1
258136832279;258136832748;469;2;1;1;1
258136832748;258136832876;128;2;1;1;1
258136832876;258136833472;596;2;1;1;1
258136958306;258136958841;535;2;1;1;1
258137036235;258137036774;539;2;1;1;1
258137117335;258137117805;470;2;1;1;1
258137167376;258137167916;540;2;1;1;1
258137243660;258137244247;587;2;1;1;1
258137244324;258137244942;618;2;1;1;1
258137244942;258137245974;1032;2;1;1;1
258137245974;258137246476;502;2;1;1;1
258137323614;258137324073;459;2;1;1;1
258137388547;258137388779;232;2;1;1;1
258137388779;258137389195;416;2;1;1;1
258137389195;258137389544;349;2;1;1;1
258137470228;258137470865;637;2;1;1;1
258137545296;258137545967;671;2;1;1;1
258137611663;258137612212;549;2;1;1;1
258137646013;258137646553;540;2;1;1;1
258137646908;258137647505;597;2;1;1;1
258137723781;258137725059;1278;2;1;1;1
258137725878;258137726179;301;2;1;1;1
258137726179;258137726593;414;2;1;1;1
258137726593;258137726994;401;2;1;1;1
258137766417;258137766965;548;2;1;1;1
258137816289;258137816924;635;2;1;1;1
258137871170;258137871923;753;2;1;1;1
258137872900;258137873530;630;2;1;1;1
258137947935;258137948557;622;2;1;1;1
258138020653;258138021219;566;2;1;1;1
258138048976;258138049617;641;2;1;1;1
