start;end;duration;jobs;njobs;days;ndays
258095809130;258095809209;79;2,9;2;1;1
258095809209;258095809275;66;2,9;2;1;1
258095809275;258095809328;53;2,9;2;1;1
258095809328;258095809458;130;2,9;2;1;1
258095809458;258095809549;91;2,9;2;1;1
258095809549;258095809695;146;2,9;2;1;1
258095809695;258095809730;35;2,9;2;1;1
258095809730;258095809779;49;2,9;2;1;1
258095809779;258095809784;5;2,9;2;1;1
258095809784;258095809792;8;2,9;2;1;1
258095809792;258095809809;17;2,9;2;1;1
258095809809;258095809847;38;2,9;2;1;1
258095809847;258095809851;4;2,9;2;1;1
258095809851;258095809867;16;2,9;2;1;1
258095809867;258095809887;20;2,9;2;1;1
258095809887;258095809892;5;2,9;2;1;1
258095809892;258095809966;74;2,9;2;1;1
258095809966;258095809985;19;2,9;2;1;1
258095809985;258095810011;26;2,9;2;1;1
258095810011;258095810110;99;2,9;2;1;1
258095810110;258095810136;26;2,9;2;1;1
258095810136;258095810180;44;2,9;2;1;1
258095810180;258095810230;50;2,9;2;1;1
258095810230;258095810267;37;2,9;2;1;1
258095810267;258095810304;37;2,9;2;1;1
258095810304;258095810314;10;2,9;2;1;1
258095810314;258095810337;23;2,9;2;1;1
258095810337;258095810340;3;2,9;2;1;1
258095810340;258095810377;37;2,9;2;1;1
258095810377;258095810414;37;2,9;2;1;1
258095810414;258095810415;1;2,9;2;1;1
258095810415;258095810450;35;2,9;2;1;1
258095810450;258095810451;1;2,9;2;1;1
258095810451;258095810487;36;2,9;2;1;1
258095810487;258095810519;32;2,9;2;1;1
258095810519;258095810547;28;2,9;2;1;1
258095810547;258095810565;18;2,9;2;1;1
258095810565;258095810589;24;2,9;2;1;1
258095810589;258095810658;69;2,9;2;1;1
258095810658;258095810692;34;2,9;2;1;1
258095810692;258095810762;70;2,9;2;1;1
258095810762;258095810773;11;2,9;2;1;1
258095810773;258095810776;3;2,9;2;1;1
258095810776;258095810777;1;2,9;2;1;1
258095810777;258095810785;8;2,9;2;1;1
258095810785;258095810821;36;2,9;2;1;1
258095810821;258095810840;19;2,9;2;1;1
258095810840;258095810877;37;2,9;2;1;1
258095810877;258095810891;14;2,9;2;1;1
258095810891;258095810892;1;2,9;2;1;1
258095810892;258095810944;52;2,9;2;1;1
258095810944;258095810945;1;2,9;2;1;1
258095810945;258095810975;30;2,9;2;1;1
258095810975;258095810997;22;2,9;2;1;1
258095810997;258095810998;1;2,9;2;1;1
258095810998;258095811011;13;2,9;2;1;1
258095811011;258095811034;23;2,9;2;1;1
258095811034;258095811039;5;2,9;2;1;1
258095811039;258095811048;9;2,9;2;1;1
258095811048;258095811049;1;2,9;2;1;1
258095811049;258095811058;9;2,9;2;1;1
258095811058;258095811061;3;2,9;2;1;1
258095811061;258095811068;7;2,9;2;1;1
258095811068;258095811079;11;2,9;2;1;1
258095811079;258095811085;6;2,9;2;1;1
258095811085;258095811092;7;2,9;2;1;1
258095811092;258095811099;7;2,9;2;1;1
258095811099;258095811109;10;2,9;2;1;1
258095811109;258095811110;1;2,9;2;1;1
258095811110;258095811111;1;2,9;2;1;1
258095811111;258095811120;9;2,9;2;1;1
258095811120;258095811122;2;2,9;2;1;1
258095811122;258095811127;5;2,9;2;1;1
258095811127;258095811128;1;2,9;2;1;1
258095811128;258095811133;5;2,9;2;1;1
258095811133;258095811155;22;2,9;2;1;1
