start;end;duration;jobs;njobs;days;ndays
5210013271299;5210066034113;52762814;4;1;3;1
5211901566029;5211902755187;1189158;1;1;3;1
5211902755187;5211955445129;52689942;1;1;3;1
5211955445129;5211955892644;447515;1;1;3;1
5212074165883;5212074509129;343246;0;1;3;1
5212074509129;5212074772191;263062;0;1;3;1
5212074772191;5212074780815;8624;0;1;3;1
5212074780815;5212074846653;65838;0;1;3;1
5212074846653;5212074893447;46794;0;1;3;1
5212074893447;5212075558627;665180;0;1;3;1
5212075558627;5212075593689;35062;0;1;3;1
5212075593689;5212098746952;23153263;0;1;3;1
5212098746952;5212098754201;7249;0;1;3;1
5212098754201;5212098768648;14447;0;1;3;1
5212098768648;5212098777668;9020;0;1;3;1
5212098777668;5212098955850;178182;0;1;3;1
5212098955850;5212099041970;86120;0;1;3;1
5212099041970;5212099075006;33036;0;1;3;1
5212099075006;5212099102599;27593;0;1;3;1
5215513294500;5215592975816;79681316;3;1;3;1
5215636987740;5215707061419;70073679;3;1;3;1
5250390552317;5250441355574;50803257;2;1;3;1
