start;end;duration;jobs;njobs;days;ndays
258076315092;258076471280;156188;2,9;2;1;1
258076471280;258076477640;6360;2,9;2;1;1
258076477640;258076478560;920;2,9;2;1;1
258076478560;258076488487;9927;2,9;2;1;1
258076488487;258076489141;654;2,9;2;1;1
258076489141;258076491009;1868;2,9;2;1;1
258076491009;258076496214;5205;2,9;2;1;1
258076496214;258076512102;15888;2,9;2;1;1
258076512102;258076521833;9731;2,9;2;1;1
258076521833;258076521922;89;2,9;2;1;1
258076521922;258076538172;16250;2,9;2;1;1
258076538172;258076543139;4967;2,9;2;1;1
258076543139;258076552291;9152;2,9;2;1;1
258076552291;258076571287;18996;2,9;2;1;1
258076571287;258076623060;51773;2,9;2;1;1
258076623060;258076624678;1618;2,9;2;1;1
258076624678;258076629470;4792;2,9;2;1;1
258076629470;258076635743;6273;2,9;2;1;1
258076635743;258076637221;1478;2,9;2;1;1
258076637221;258076650662;13441;2,9;2;1;1
258076650662;258076652008;1346;2,9;2;1;1
258076652008;258076660761;8753;2,9;2;1;1
258076660761;258076663472;2711;2,9;2;1;1
258076663472;258076664036;564;2,9;2;1;1
258076664036;258076669006;4970;2,9;2;1;1
258076669006;258076669080;74;2,9;2;1;1
258076669080;258076670329;1249;2,9;2;1;1
258076670329;258076670733;404;2,9;2;1;1
258076670733;258076671520;787;2,9;2;1;1
258076671520;258076713430;41910;2,9;2;1;1
258076713430;258076720107;6677;2,9;2;1;1
258076720107;258076720674;567;2,9;2;1;1
258076720674;258076734323;13649;2,9;2;1;1
258076734323;258076734975;652;2,9;2;1;1
258076734975;258076749051;14076;2,9;2;1;1
258076749051;258076767303;18252;2,9;2;1;1
258076767303;258076775950;8647;2,9;2;1;1
258076775950;258076786230;10280;2,9;2;1;1
258076786230;258076801643;15413;2,9;2;1;1
258076801643;258076821542;19899;2,9;2;1;1
258076821542;258076822028;486;2,9;2;1;1
258076822028;258076823620;1592;2,9;2;1;1
258076823620;258076829556;5936;2,9;2;1;1
258076829556;258076830042;486;2,9;2;1;1
258076830042;258076852354;22312;2,9;2;1;1
258076852354;258076855072;2718;2,9;2;1;1
258076855072;258076855561;489;2,9;2;1;1
258076855561;258076889594;34033;2,9;2;1;1
258076889594;258076901113;11519;2,9;2;1;1
258076901113;258076908297;7184;2,9;2;1;1
258076908297;258076908981;684;2,9;2;1;1
258076908981;258076967056;58075;2,9;2;1;1
258076967056;258076997379;30323;2,9;2;1;1
258076997379;258077008032;10653;2,9;2;1;1
258077008032;258077021264;13232;2,9;2;1;1
258077021264;258077053838;32574;2,9;2;1;1
258077053838;258077056427;2589;2,9;2;1;1
258077056427;258077056925;498;2,9;2;1;1
258077056925;258077074302;17377;2,9;2;1;1
258077074302;258077074782;480;2,9;2;1;1
258077074782;258077074913;131;2,9;2;1;1
258077074913;258077086167;11254;2,9;2;1;1
258077086167;258077098836;12669;2,9;2;1;1
258077098836;258077112303;13467;2,9;2;1;1
258077112303;258077113011;708;2,9;2;1;1
258077113011;258077127690;14679;2,9;2;1;1
258077127690;258077128171;481;2,9;2;1;1
258077128171;258077133431;5260;2,9;2;1;1
258077133431;258077138502;5071;2,9;2;1;1
258077138502;258077180794;42292;2,9;2;1;1
258077180794;258077197642;16848;2,9;2;1;1
258077197642;258077198271;629;2,9;2;1;1
258077198271;258077205863;7592;2,9;2;1;1
258077205863;258077225806;19943;2,9;2;1;1
258077225806;258077246518;20712;2,9;2;1;1
258077246518;258077250828;4310;2,9;2;1;1
258077250828;258077260863;10035;2,9;2;1;1
258077260863;258077261344;481;2,9;2;1;1
258077261344;258077273023;11679;2,9;2;1;1
258077273023;258077302833;29810;2,9;2;1;1
258077302833;258077303457;624;2,9;2;1;1
258077303457;258077305933;2476;2,9;2;1;1
258077305933;258077309913;3980;2,9;2;1;1
258077309913;258077310403;490;2,9;2;1;1
258077310403;258077311409;1006;2,9;2;1;1
258077311409;258077321510;10101;2,9;2;1;1
258077321510;258077346217;24707;2,9;2;1;1
258077346217;258077359236;13019;2,9;2;1;1
258077359236;258077388708;29472;2,9;2;1;1
258077388708;258077405121;16413;2,9;2;1;1
258077405121;258077405922;801;2,9;2;1;1
258077405922;258077409207;3285;2,9;2;1;1
258077409207;258077413165;3958;2,9;2;1;1
258077413165;258077413556;391;2,9;2;1;1
258077413556;258077413673;117;2,9;2;1;1
258077413673;258077414034;361;2,9;2;1;1
258077414034;258077430940;16906;2,9;2;1;1
258077430940;258077442555;11615;2,9;2;1;1
258077442555;258077463460;20905;2,9;2;1;1
258077463460;258077463946;486;2,9;2;1;1
258077463946;258077472772;8826;2,9;2;1;1
258077472772;258077485621;12849;2,9;2;1;1
258077485621;258077496314;10693;2,9;2;1;1
258077496314;258077496830;516;2,9;2;1;1
258077496830;258077497711;881;2,9;2;1;1
258077497711;258077498205;494;2,9;2;1;1
258077498205;258077505524;7319;2,9;2;1;1
258077505524;258077527043;21519;2,9;2;1;1
258077527043;258077556947;29904;2,9;2;1;1
258077556947;258077579941;22994;2,9;2;1;1
