start;end;duration;jobs;njobs;days;ndays
252854455600;252854635545;179945;2,9;2;1;1
252854635545;252854637114;1569;2,9;2;1;1
252854637114;252854773357;136243;2,9;2;1;1
252854773357;252855648564;875207;2,9;2;1;1
252855648564;252855667473;18909;2,9;2;1;1
252855667473;252855686123;18650;2,9;2;1;1
252855686123;252855691281;5158;2,9;2;1;1
252855691281;252855891191;199910;2,9;2;1;1
252855891191;252856121574;230383;2,9;2;1;1
252856121574;252856785101;663527;2,9;2;1;1
252856785101;252856786767;1666;2,9;2;1;1
252856786767;252856832423;45656;2,9;2;1;1
252856832423;252856916559;84136;2,9;2;1;1
252856916559;252856916570;11;2,9;2;1;1
252856916570;252856916587;17;2,9;2;1;1
252856916587;252856916617;30;2,9;2;1;1
252856916617;252856916633;16;2,9;2;1;1
252856916633;252856916663;30;2,9;2;1;1
252856916663;252856916717;54;2,9;2;1;1
252856916717;252856916742;25;2,9;2;1;1
252856916742;252856916802;60;2,9;2;1;1
252856916802;252856916815;13;2,9;2;1;1
252856916815;252856916830;15;2,9;2;1;1
252856916830;252856916860;30;2,9;2;1;1
252856916860;252856916874;14;2,9;2;1;1
252856916874;252856916908;34;2,9;2;1;1
252856916908;252856916963;55;2,9;2;1;1
252856916963;252856917007;44;2,9;2;1;1
252856917007;252856917041;34;2,9;2;1;1
252856917041;252856917092;51;2,9;2;1;1
252856917092;252856917109;17;2,9;2;1;1
252856917109;252856917125;16;2,9;2;1;1
252856917125;252856917137;12;2,9;2;1;1
252856917137;252856917187;50;2,9;2;1;1
252856917187;252856917218;31;2,9;2;1;1
252856917218;252856917233;15;2,9;2;1;1
252856917233;252856917249;16;2,9;2;1;1
252856917249;252856917292;43;2,9;2;1;1
252856917292;252856917306;14;2,9;2;1;1
252856917306;252856917321;15;2,9;2;1;1
252856917321;252856917350;29;2,9;2;1;1
252856917350;252856917396;46;2,9;2;1;1
252856917396;252856917413;17;2,9;2;1;1
252856917413;252856917433;20;2,9;2;1;1
252856917433;252856917457;24;2,9;2;1;1
252856917457;252856917506;49;2,9;2;1;1
252856917506;252856917559;53;2,9;2;1;1
252856917559;252856917611;52;2,9;2;1;1
252856917611;252856917644;33;2,9;2;1;1
252856917644;252856917665;21;2,9;2;1;1
252856917665;252856917696;31;2,9;2;1;1
252856917696;252856917708;12;2,9;2;1;1
252856917708;252856917727;19;2,9;2;1;1
252856917727;252856917735;8;2,9;2;1;1
252856917735;252856917755;20;2,9;2;1;1
252856917755;252856917772;17;2,9;2;1;1
252856917772;252856917817;45;2,9;2;1;1
252856917817;252856917841;24;2,9;2;1;1
252856917841;252856917859;18;2,9;2;1;1
252856917859;252856917869;10;2,9;2;1;1
252856917869;252856917894;25;2,9;2;1;1
252856917894;252856917897;3;2,9;2;1;1
252856917897;252856917956;59;2,9;2;1;1
252856917956;252856917963;7;2,9;2;1;1
252856917963;252856917997;34;2,9;2;1;1
252856917997;252856918018;21;2,9;2;1;1
252856918018;252856918042;24;2,9;2;1;1
252856918042;252856918101;59;2,9;2;1;1
252856918101;252856918118;17;2,9;2;1;1
252856918118;252856918127;9;2,9;2;1;1
252856918127;252856918152;25;2,9;2;1;1
252856918152;252856918181;29;2,9;2;1;1
252856918181;252856918235;54;2,9;2;1;1
252856918235;252856918239;4;2,9;2;1;1
252856918239;252856918249;10;2,9;2;1;1
252856918249;252856918273;24;2,9;2;1;1
252856918273;252856918290;17;2,9;2;1;1
252856918290;252856918337;47;2,9;2;1;1
252856918337;252856918344;7;2,9;2;1;1
252856918344;252856918350;6;2,9;2;1;1
252856918350;252856918369;19;2,9;2;1;1
252856918369;252856918388;19;2,9;2;1;1
