start;end;duration;jobs;njobs;days;ndays
258096948738;258096948810;72;2,9;2;1;1
258096948810;258096948852;42;2,9;2;1;1
258096948852;258096948876;24;2,9;2;1;1
258096948876;258096948885;9;2,9;2;1;1
258096948885;258096948926;41;2,9;2;1;1
258096948926;258096949047;121;2,9;2;1;1
258096949047;258096949114;67;2,9;2;1;1
258097000508;258097000598;90;2,9;2;1;1
258097000598;258097000675;77;2,9;2;1;1
258097000675;258097000684;9;2,9;2;1;1
258097007753;258097007777;24;2,9;2;1;1
258097007777;258097007883;106;2,9;2;1;1
258097007883;258097007964;81;2,9;2;1;1
258097061426;258097061537;111;2,9;2;1;1
258097061537;258097061623;86;2,9;2;1;1
258097061623;258097061663;40;2,9;2;1;1
258097061663;258097061746;83;2,9;2;1;1
258097402440;258097402588;148;2,9;2;1;1
258097402588;258097402638;50;2,9;2;1;1
258097440272;258097440471;199;2,9;2;1;1
258097501389;258097501637;248;2,9;2;1;1
258097501637;258097501716;79;2,9;2;1;1
258097501716;258097501750;34;2,9;2;1;1
258097501750;258097501791;41;2,9;2;1;1
258097501791;258097501825;34;2,9;2;1;1
258097501825;258097501860;35;2,9;2;1;1
258097569328;258097569524;196;2,9;2;1;1
258097638499;258097638665;166;2,9;2;1;1
258097645140;258097645274;134;2,9;2;1;1
258097660779;258097660991;212;2,9;2;1;1
258098389384;258098389510;126;2,9;2;1;1
258098389510;258098389604;94;2,9;2;1;1
258098389604;258098389628;24;2,9;2;1;1
258098399690;258098399954;264;2,9;2;1;1
258098399954;258098400081;127;2,9;2;1;1
258098400081;258098400117;36;2,9;2;1;1
258098400117;258098400139;22;2,9;2;1;1
258098400139;258098400173;34;2,9;2;1;1
258098400173;258098400285;112;2,9;2;1;1
258098400285;258098400290;5;2,9;2;1;1
258098400290;258098400346;56;2,9;2;1;1
258098400346;258098400409;63;2,9;2;1;1
258098400409;258098400518;109;2,9;2;1;1
258098400518;258098400631;113;2,9;2;1;1
258098400631;258098400750;119;2,9;2;1;1
258098416003;258098416082;79;2,9;2;1;1
258098416082;258098416142;60;2,9;2;1;1
258098416142;258098416153;11;2,9;2;1;1
258098416153;258098416210;57;2,9;2;1;1
258098416210;258098416357;147;2,9;2;1;1
258098416357;258098416418;61;2,9;2;1;1
258098428403;258098428672;269;2,9;2;1;1
258098428672;258098428707;35;2,9;2;1;1
258098440201;258098440283;82;2,9;2;1;1
258098440283;258098440391;108;2,9;2;1;1
258098440391;258098440417;26;2,9;2;1;1
258098440417;258098440640;223;2,9;2;1;1
258098440640;258098440648;8;2,9;2;1;1
258098440648;258098440688;40;2,9;2;1;1
258098440688;258098440760;72;2,9;2;1;1
258098462720;258098462885;165;2,9;2;1;1
258098465930;258098466065;135;2,9;2;1;1
258098466065;258098466147;82;2,9;2;1;1
258098510695;258098510915;220;2,9;2;1;1
258098616580;258098616777;197;2,9;2;1;1
258098620351;258098620454;103;2,9;2;1;1
258098620454;258098620477;23;2,9;2;1;1
258098620477;258098620589;112;2,9;2;1;1
258098620589;258098620666;77;2,9;2;1;1
258098673175;258098673323;148;2,9;2;1;1
258098746372;258098746522;150;2,9;2;1;1
258098746522;258098746556;34;2,9;2;1;1
258098746556;258098746864;308;2,9;2;1;1
258098746864;258098746902;38;2,9;2;1;1
258098781402;258098781560;158;2,9;2;1;1
258098781560;258098781607;47;2,9;2;1;1
258098781607;258098781615;8;2,9;2;1;1
258098781615;258098781681;66;2,9;2;1;1
258098781681;258098781731;50;2,9;2;1;1
258098781731;258098781764;33;2,9;2;1;1
258098781764;258098781774;10;2,9;2;1;1
258098832572;258098832621;49;2,9;2;1;1
258098832621;258098832874;253;2,9;2;1;1
258098832874;258098832898;24;2,9;2;1;1
258098832898;258098833090;192;2,9;2;1;1
258098833090;258098833116;26;2,9;2;1;1
258098833116;258098833175;59;2,9;2;1;1
258098833175;258098833185;10;2,9;2;1;1
258098833253;258098833451;198;2,9;2;1;1
258098838359;258098838544;185;2,9;2;1;1
258098838544;258098838561;17;2,9;2;1;1
258098856144;258098856168;24;2,9;2;1;1
258098856168;258098856331;163;2,9;2;1;1
258098856331;258098856348;17;2,9;2;1;1
258098856348;258098856494;146;2,9;2;1;1
258098856494;258098856522;28;2,9;2;1;1
258098856522;258098856622;100;2,9;2;1;1
258098856622;258098856649;27;2,9;2;1;1
258098856649;258098856734;85;2,9;2;1;1
258098863320;258098863612;292;2,9;2;1;1
258098864061;258098864170;109;2,9;2;1;1
258098864170;258098864244;74;2,9;2;1;1
258098864244;258098864281;37;2,9;2;1;1
258098864281;258098864462;181;2,9;2;1;1
258098864462;258098864507;45;2,9;2;1;1
258098893097;258098893110;13;2,9;2;1;1
258098893110;258098893235;125;2,9;2;1;1
258098893235;258098893307;72;2,9;2;1;1
258098919240;258098919447;207;2,9;2;1;1
258098919447;258098919483;36;2,9;2;1;1
258098951103;258098951112;9;2,9;2;1;1
258098951112;258098951412;300;2,9;2;1;1
258098951412;258098951432;20;2,9;2;1;1
258098951432;258098951492;60;2,9;2;1;1
258098951492;258098951542;50;2,9;2;1;1
258098951542;258098951589;47;2,9;2;1;1
258098951589;258098951624;35;2,9;2;1;1
258098951770;258098951783;13;2,9;2;1;1
258098951783;258098951903;120;2,9;2;1;1
258098951903;258098951918;15;2,9;2;1;1
258098951918;258098952065;147;2,9;2;1;1
258098952065;258098952088;23;2,9;2;1;1
258098952088;258098952190;102;2,9;2;1;1
258098952190;258098952233;43;2,9;2;1;1
258098952233;258098952378;145;2,9;2;1;1
258098957636;258098957827;191;2,9;2;1;1
258098957827;258098957833;6;2,9;2;1;1
258099006904;258099007099;195;2,9;2;1;1
258099017072;258099017221;149;2,9;2;1;1
258099024167;258099024217;50;2,9;2;1;1
258099024217;258099024278;61;2,9;2;1;1
258099024278;258099024300;22;2,9;2;1;1
258099024300;258099024420;120;2,9;2;1;1
258099024420;258099024448;28;2,9;2;1;1
258099024448;258099024482;34;2,9;2;1;1
258099030172;258099030303;131;2,9;2;1;1
258099031793;258099031988;195;2,9;2;1;1
